plant,year,month,fin_material_id,depth,material,release_type,production_type,production_quantity,component,component_release_type,component_production_type,component_quantity
RLT_14,2024,1,10005,2,80075,PROD,8007,897.00,90027,ADD,,29.00
RLT_14,2024,1,10005,2,80075,PROD,8007,897.00,90028,ADD,,11.00
RLT_14,2024,1,10005,3,80015,PROD,8001,"1,670.00",80005,PROD,8000.0,"1,909.00"
RLT_14,2024,1,10005,3,80015,PROD,8001,"1,670.00",90029,ADD,,96.00
RLT_14,2024,1,10005,4,80005,PROD,8000,"1,904.00",70005,RM,,"2,803.00"
RLT_14,2024,1,10005,4,80005,PROD,8000,"1,904.00",90030,ADD,,72.00
RLT_14,2024,1,10006,0,10006,FIN,8002,"1,032.00",50006,PROD,8002.0,"1,032.00"
RLT_14,2024,1,10006,1,50006,PROD,8002,790.00,80076,PROD,8007.0,928.00
RLT_14,2024,1,10006,1,50006,PROD,8002,790.00,90030,ADD,,52.00
RLT_14,2024,1,10006,1,50006,PROD,8002,790.00,90031,ADD,,18.00
RLT_14,2024,1,10006,2,80076,PROD,8007,868.00,80016,PROD,8001.0,"3,471.00"
RLT_14,2024,1,10006,2,80076,PROD,8007,868.00,90032,ADD,,32.00
RLT_14,2024,1,10006,2,80076,PROD,8007,868.00,90033,ADD,,9.00
RLT_14,2024,1,10006,3,80016,PROD,8001,"1,825.00",80006,PROD,8000.0,"2,301.00"
RLT_14,2024,1,10006,3,80016,PROD,8001,"1,825.00",90034,ADD,,92.00
RLT_14,2024,1,10006,4,80006,PROD,8000,"2,136.00",70006,RM,,"2,860.00"
RLT_14,2024,1,10006,4,80006,PROD,8000,"2,136.00",90035,ADD,,70.00
RLT_14,2024,1,10009,0,10009,FIN,8002,975.00,50009,PROD,8002.0,975.00
RLT_14,2024,1,10009,1,50009,PROD,8002,739.00,80079,PROD,8007.0,808.00
RLT_14,2024,1,10009,1,50009,PROD,8002,739.00,90045,ADD,,49.00
RLT_14,2024,1,10009,1,50009,PROD,8002,739.00,90046,ADD,,21.00
RLT_14,2024,1,10009,2,80079,PROD,8007,897.00,80019,PROD,8001.0,"3,541.00"
RLT_14,2024,1,10009,2,80079,PROD,8007,897.00,90047,ADD,,29.00
RLT_14,2024,1,10009,2,80079,PROD,8007,897.00,90048,ADD,,11.00
RLT_14,2024,1,10009,3,80019,PROD,8001,"1,670.00",80009,PROD,8000.0,"1,909.00"
RLT_14,2024,1,10009,3,80019,PROD,8001,"1,670.00",90049,ADD,,96.00
RLT_14,2024,1,10009,4,80009,PROD,8000,"1,904.00",70009,RM,,"2,803.00"
RLT_14,2024,1,10009,4,80009,PROD,8000,"1,904.00",90050,ADD,,72.00
RLT_14,2024,2,10002,0,10002,FIN,8002,"1,084.00",50002,PROD,8002.0,"1,084.00"
RLT_14,2024,2,10002,1,50002,PROD,8002,873.00,80072,PROD,8007.0,873.00
RLT_14,2024,2,10002,1,50002,PROD,8002,873.00,90010,ADD,,52.00
RLT_14,2024,2,10002,1,50002,PROD,8002,873.00,90011,ADD,,20.00
RLT_14,2024,2,10002,2,80072,PROD,8007,815.00,80012,PROD,8001.0,"3,812.00"
RLT_14,2024,2,10002,2,80072,PROD,8007,815.00,90012,ADD,,29.00
RLT_14,2024,2,10002,2,80072,PROD,8007,815.00,90013,ADD,,11.00
RLT_14,2024,2,10002,3,80012,PROD,8001,"1,820.00",80002,PROD,8000.0,"1,828.00"
RLT_14,2024,2,10002,3,80012,PROD,8001,"1,820.00",90014,ADD,,99.00
RLT_14,2024,2,10002,4,80002,PROD,8000,"1,825.00",70002,RM,,"2,175.00"
RLT_14,2024,2,10002,4,80002,PROD,8000,"1,825.00",90015,ADD,,74.00
RLT_14,2024,2,10003,0,10003,FIN,8002,951.00,50003,PROD,8002.0,951.00
RLT_14,2024,2,10003,1,50003,PROD,8002,768.00,80073,PROD,8007.0,783.00
RLT_14,2024,2,10003,1,50003,PROD,8002,768.00,90015,ADD,,51.00
RLT_14,2024,2,10003,1,50003,PROD,8002,768.00,90016,ADD,,22.00
RLT_14,2024,2,10003,2,80073,PROD,8007,860.00,80013,PROD,8001.0,"4,022.00"
RLT_14,2024,2,10003,2,80073,PROD,8007,860.00,90017,ADD,,32.00
RLT_14,2024,2,10003,2,80073,PROD,8007,860.00,90018,ADD,,10.00
RLT_14,2024,2,10003,3,80013,PROD,8001,"1,926.00",80003,PROD,8000.0,"1,985.00"
RLT_14,2024,2,10003,3,80013,PROD,8001,"1,926.00",90019,ADD,,106.00
RLT_14,2024,2,10003,4,80003,PROD,8000,"1,868.00",70003,RM,,"2,561.00"
RLT_14,2024,2,10003,4,80003,PROD,8000,"1,868.00",90020,ADD,,70.00
RLT_14,2024,2,10004,0,10004,FIN,8002,951.00,50004,PROD,8002.0,951.00
RLT_14,2024,2,10004,1,50004,PROD,8002,768.00,80074,PROD,8007.0,783.00
RLT_14,2024,2,10004,1,50004,PROD,8002,768.00,90020,ADD,,51.00
RLT_14,2024,2,10004,1,50004,PROD,8002,768.00,90021,ADD,,22.00
RLT_14,2024,2,10004,2,80074,PROD,8007,860.00,80014,PROD,8001.0,"4,022.00"
RLT_14,2024,2,10004,2,80074,PROD,8007,860.00,90022,ADD,,32.00
RLT_14,2024,2,10004,2,80074,PROD,8007,860.00,90023,ADD,,10.00
RLT_14,2024,2,10004,3,80014,PROD,8001,"1,926.00",80004,PROD,8000.0,"1,985.00"
RLT_14,2024,2,10004,3,80014,PROD,8001,"1,926.00",90024,ADD,,106.00
RLT_14,2024,2,10004,4,80004,PROD,8000,"1,868.00",70004,RM,,"2,561.00"
RLT_14,2024,2,10004,4,80004,PROD,8000,"1,868.00",90025,ADD,,70.00
RLT_14,2024,2,10005,0,10005,FIN,8002,"1,050.00",50005,PROD,8002.0,"1,050.00"
RLT_14,2024,2,10005,1,50005,PROD,8002,811.00,80075,PROD,8007.0,879.00
RLT_14,2024,2,10005,1,50005,PROD,8002,811.00,90025,ADD,,48.00
RLT_14,2024,2,10005,1,50005,PROD,8002,811.00,90026,ADD,,20.00
RLT_14,2024,2,10005,2,80075,PROD,8007,875.00,80015,PROD,8001.0,"3,021.00"
RLT_14,2024,2,10005,2,80075,PROD,8007,875.00,90027,ADD,,29.00
RLT_14,2024,2,10005,2,80075,PROD,8007,875.00,90028,ADD,,11.00
RLT_14,2024,2,10005,3,80015,PROD,8001,"1,635.00",80005,PROD,8000.0,"2,130.00"
RLT_14,2024,2,10005,3,80015,PROD,8001,"1,635.00",90029,ADD,,107.00
RLT_14,2024,2,10005,4,80005,PROD,8000,"2,144.00",70005,RM,,"2,538.00"
RLT_14,2024,2,10005,4,80005,PROD,8000,"2,144.00",90030,ADD,,73.00
RLT_14,2024,2,10006,0,10006,FIN,8002,"1,084.00",50006,PROD,8002.0,"1,084.00"
RLT_14,2024,2,10006,1,50006,PROD,8002,873.00,80076,PROD,8007.0,873.00
RLT_14,2024,2,10006,1,50006,PROD,8002,873.00,90030,ADD,,52.00
RLT_14,2024,2,10006,1,50006,PROD,8002,873.00,90031,ADD,,20.00
RLT_14,2024,2,10006,2,80076,PROD,8007,815.00,80016,PROD,8001.0,"3,812.00"
RLT_14,2024,2,10006,2,80076,PROD,8007,815.00,90032,ADD,,29.00
RLT_14,2024,2,10006,2,80076,PROD,8007,815.00,90033,ADD,,11.00
RLT_14,2024,2,10006,3,80016,PROD,8001,"1,820.00",80006,PROD,8000.0,"1,828.00"
RLT_14,2024,2,10006,3,80016,PROD,8001,"1,820.00",90034,ADD,,99.00
RLT_14,2024,2,10006,4,80006,PROD,8000,"1,825.00",70006,RM,,"2,175.00"
RLT_14,2024,2,10006,4,80006,PROD,8000,"1,825.00",90035,ADD,,74.00
RLT_14,2024,2,10009,0,10009,FIN,8002,"1,050.00",50009,PROD,8002.0,"1,050.00"
RLT_14,2024,2,10009,1,50009,PROD,8002,811.00,80079,PROD,8007.0,879.00
RLT_14,2024,2,10009,1,50009,PROD,8002,811.00,90045,ADD,,48.00
RLT_14,2024,2,10009,1,50009,PROD,8002,811.00,90046,ADD,,20.00
RLT_14,2024,2,10009,2,80079,PROD,8007,875.00,80019,PROD,8001.0,"3,021.00"
RLT_14,2024,2,10009,2,80079,PROD,8007,875.00,90047,ADD,,29.00
RLT_14,2024,2,10009,2,80079,PROD,8007,875.00,90048,ADD,,11.00
RLT_14,2024,2,10009,3,80019,PROD,8001,"1,635.00",80009,PROD,8000.0,"2,130.00"
RLT_14,2024,2,10009,3,80019,PROD,8001,"1,635.00",90049,ADD,,107.00
RLT_14,2024,2,10009,4,80009,PROD,8000,"2,144.00",70009,RM,,"2,538.00"
RLT_14,2024,2,10009,4,80009,PROD,8000,"2,144.00",90050,ADD,,73.00
RLT_14,2024,3,10002,0,10002,FIN,8002,"1,005.00",50002,PROD,8002.0,"1,005.00"
RLT_14,2024,3,10002,1,50002,PROD,8002,864.00,80072,PROD,8007.0,865.00
RLT_14,2024,3,10002,1,50002,PROD,8002,864.00,90010,ADD,,49.00
RLT_14,2024,3,10002,1,50002,PROD,8002,864.00,90011,ADD,,20.00
RLT_14,2024,3,10002,2,80072,PROD,8007,896.00,80012,PROD,8001.0,"3,058.00"
RLT_14,2024,3,10002,2,80072,PROD,8007,896.00,90012,ADD,,28.00
RLT_14,2024,3,10002,2,80072,PROD,8007,896.00,90013,ADD,,10.00
RLT_14,2024,3,10002,3,80012,PROD,8001,"1,647.00",80002,PROD,8000.0,"1,826.00"
RLT_14,2024,3,10002,3,80012,PROD,8001,"1,647.00",90014,ADD,,101.00
RLT_14,2024,3,10002,4,80002,PROD,8000,"1,945.00",70002,RM,,"2,467.00"
RLT_14,2024,3,10002,4,80002,PROD,8000,"1,945.00",90015,ADD,,67.00
RLT_14,2024,3,10003,0,10003,FIN,8002,"1,089.00",50003,PROD,8002.0,"1,089.00"
RLT_14,2024,3,10003,1,50003,PROD,8002,844.00,80073,PROD,8007.0,941.00
RLT_14,2024,3,10003,1,50003,PROD,8002,844.00,90015,ADD,,55.00
RLT_14,2024,3,10003,1,50003,PROD,8002,844.00,90016,ADD,,22.00
RLT_14,2024,3,10003,2,80073,PROD,8007,905.00,80013,PROD,8001.0,"3,641.00"
RLT_14,2024,3,10003,2,80073,PROD,8007,905.00,90017,ADD,,32.00
RLT_14,2024,3,10003,2,80073,PROD,8007,905.00,90018,ADD,,10.00
RLT_14,2024,3,10003,3,80013,PROD,8001,"1,820.00",80003,PROD,8000.0,"1,885.00"
RLT_14,2024,3,10003,3,80013,PROD,8001,"1,820.00",90019,ADD,,108.00
RLT_14,2024,3,10003,4,80003,PROD,8000,"1,923.00",70003,RM,,"2,328.00"
RLT_14,2024,3,10003,4,80003,PROD,8000,"1,923.00",90020,ADD,,68.00
RLT_14,2024,3,10004,0,10004,FIN,8002,"1,089.00",50004,PROD,8002.0,"1,089.00"
RLT_14,2024,3,10004,1,50004,PROD,8002,844.00,80074,PROD,8007.0,941.00
RLT_14,2024,3,10004,1,50004,PROD,8002,844.00,90020,ADD,,55.00
RLT_14,2024,3,10004,1,50004,PROD,8002,844.00,90021,ADD,,22.00
RLT_14,2024,3,10004,2,80074,PROD,8007,905.00,80014,PROD,8001.0,"3,641.00"
RLT_14,2024,3,10004,2,80074,PROD,8007,905.00,90022,ADD,,32.00
RLT_14,2024,3,10004,2,80074,PROD,8007,905.00,90023,ADD,,10.00
RLT_14,2024,3,10004,3,80014,PROD,8001,"1,820.00",80004,PROD,8000.0,"1,885.00"
RLT_14,2024,3,10004,3,80014,PROD,8001,"1,820.00",90024,ADD,,108.00
RLT_14,2024,3,10004,4,80004,PROD,8000,"1,923.00",70004,RM,,"2,328.00"
RLT_14,2024,3,10004,4,80004,PROD,8000,"1,923.00",90025,ADD,,68.00
RLT_14,2024,3,10005,0,10005,FIN,8002,955.00,50005,PROD,8002.0,955.00
RLT_14,2024,3,10005,1,50005,PROD,8002,795.00,80075,PROD,8007.0,818.00
RLT_14,2024,3,10005,1,50005,PROD,8002,795.00,90025,ADD,,46.00
RLT_14,2024,3,10005,1,50005,PROD,8002,795.00,90026,ADD,,20.00
RLT_14,2024,3,10005,2,80075,PROD,8007,894.00,80015,PROD,8001.0,"3,359.00"
RLT_14,2024,3,10005,2,80075,PROD,8007,894.00,90027,ADD,,33.00
RLT_14,2024,3,10005,2,80075,PROD,8007,894.00,90028,ADD,,9.00
RLT_14,2024,3,10005,3,80015,PROD,8001,"1,708.00",80005,PROD,8000.0,"2,035.00"
RLT_14,2024,3,10005,3,80015,PROD,8001,"1,708.00",90029,ADD,,91.00
RLT_14,2024,3,10005,4,80005,PROD,8000,"1,854.00",70005,RM,,"2,677.00"
RLT_14,2024,3,10005,4,80005,PROD,8000,"1,854.00",90030,ADD,,68.00
RLT_14,2024,3,10006,0,10006,FIN,8002,"1,005.00",50006,PROD,8002.0,"1,005.00"
RLT_14,2024,3,10006,1,50006,PROD,8002,864.00,80076,PROD,8007.0,865.00
RLT_14,2024,3,10006,1,50006,PROD,8002,864.00,90030,ADD,,49.00
RLT_14,2024,3,10006,1,50006,PROD,8002,864.00,90031,ADD,,20.00
RLT_14,2024,3,10006,2,80076,PROD,8007,896.00,80016,PROD,8001.0,"3,058.00"
RLT_14,2024,3,10006,2,80076,PROD,8007,896.00,90032,ADD,,28.00
RLT_14,2024,3,10006,2,80076,PROD,8007,896.00,90033,ADD,,10.00
RLT_14,2024,3,10006,3,80016,PROD,8001,"1,647.00",80006,PROD,8000.0,"1,826.00"
RLT_14,2024,3,10006,3,80016,PROD,8001,"1,647.00",90034,ADD,,101.00
RLT_14,2024,3,10006,4,80006,PROD,8000,"1,945.00",70006,RM,,"2,467.00"
RLT_14,2024,3,10006,4,80006,PROD,8000,"1,945.00",90035,ADD,,67.00
RLT_14,2024,3,10009,0,10009,FIN,8002,955.00,50009,PROD,8002.0,955.00
RLT_14,2024,3,10009,1,50009,PROD,8002,795.00,80079,PROD,8007.0,818.00
RLT_14,2024,3,10009,1,50009,PROD,8002,795.00,90045,ADD,,46.00
RLT_14,2024,3,10009,1,50009,PROD,8002,795.00,90046,ADD,,20.00
RLT_14,2024,3,10009,2,80079,PROD,8007,894.00,80019,PROD,8001.0,"3,359.00"
RLT_14,2024,3,10009,2,80079,PROD,8007,894.00,90047,ADD,,33.00
RLT_14,2024,3,10009,2,80079,PROD,8007,894.00,90048,ADD,,9.00
RLT_14,2024,3,10009,3,80019,PROD,8001,"1,708.00",80009,PROD,8000.0,"2,035.00"
RLT_14,2024,3,10009,3,80019,PROD,8001,"1,708.00",90049,ADD,,91.00
RLT_14,2024,3,10009,4,80009,PROD,8000,"1,854.00",70009,RM,,"2,677.00"
RLT_14,2024,3,10009,4,80009,PROD,8000,"1,854.00",90050,ADD,,68.00
RLT_14,2024,4,10002,0,10002,FIN,8002,984.00,50002,PROD,8002.0,984.00
RLT_14,2024,4,10002,1,50002,PROD,8002,774.00,80072,PROD,8007.0,917.00
RLT_14,2024,4,10002,1,50002,PROD,8002,774.00,90010,ADD,,46.00
RLT_14,2024,4,10002,1,50002,PROD,8002,774.00,90011,ADD,,19.00
RLT_14,2024,4,10002,2,80072,PROD,8007,859.00,80012,PROD,8001.0,"3,313.00"
RLT_14,2024,4,10002,2,80072,PROD,8007,859.00,90012,ADD,,30.00
RLT_14,2024,4,10002,2,80072,PROD,8007,859.00,90013,ADD,,9.00
RLT_14,2024,4,10002,3,80012,PROD,8001,"1,755.00",80002,PROD,8000.0,"2,106.00"
RLT_14,2024,4,10002,3,80012,PROD,8001,"1,755.00",90014,ADD,,107.00
RLT_14,2024,4,10002,4,80002,PROD,8000,"2,023.00",70002,RM,,"2,525.00"
RLT_14,2024,4,10002,4,80002,PROD,8000,"2,023.00",90015,ADD,,76.00
RLT_14,2024,4,10003,0,10003,FIN,8002,"1,047.00",50003,PROD,8002.0,"1,047.00"
RLT_14,2024,4,10003,1,50003,PROD,8002,780.00,80073,PROD,8007.0,878.00
RLT_14,2024,4,10003,1,50003,PROD,8002,780.00,90015,ADD,,51.00
RLT_14,2024,4,10003,1,50003,PROD,8002,780.00,90016,ADD,,22.00
RLT_14,2024,4,10003,2,80073,PROD,8007,842.00,80013,PROD,8001.0,"3,353.00"
RLT_14,2024,4,10003,2,80073,PROD,8007,842.00,90017,ADD,,30.00
RLT_14,2024,4,10003,2,80073,PROD,8007,842.00,90018,ADD,,10.00
RLT_14,2024,4,10003,3,80013,PROD,8001,"1,749.00",80003,PROD,8000.0,"1,940.00"
RLT_14,2024,4,10003,3,80013,PROD,8001,"1,749.00",90019,ADD,,102.00
RLT_14,2024,4,10003,4,80003,PROD,8000,"2,049.00",70003,RM,,"2,644.00"
RLT_14,2024,4,10003,4,80003,PROD,8000,"2,049.00",90020,ADD,,76.00
RLT_14,2024,4,10004,0,10004,FIN,8002,"1,047.00",50004,PROD,8002.0,"1,047.00"
RLT_14,2024,4,10004,1,50004,PROD,8002,780.00,80074,PROD,8007.0,878.00
RLT_14,2024,4,10004,1,50004,PROD,8002,780.00,90020,ADD,,51.00
RLT_14,2024,4,10004,1,50004,PROD,8002,780.00,90021,ADD,,22.00
RLT_14,2024,4,10004,2,80074,PROD,8007,842.00,80014,PROD,8001.0,"3,353.00"
RLT_14,2024,4,10004,2,80074,PROD,8007,842.00,90022,ADD,,30.00
RLT_14,2024,4,10004,2,80074,PROD,8007,842.00,90023,ADD,,10.00
RLT_14,2024,4,10004,3,80014,PROD,8001,"1,749.00",80004,PROD,8000.0,"1,940.00"
RLT_14,2024,4,10004,3,80014,PROD,8001,"1,749.00",90024,ADD,,102.00
RLT_14,2024,4,10004,4,80004,PROD,8000,"2,049.00",70004,RM,,"2,644.00"
RLT_14,2024,4,10004,4,80004,PROD,8000,"2,049.00",90025,ADD,,76.00
RLT_14,2024,4,10005,0,10005,FIN,8002,"1,070.00",50005,PROD,8002.0,"1,070.00"
RLT_14,2024,4,10005,1,50005,PROD,8002,805.00,80075,PROD,8007.0,927.00
RLT_14,2024,4,10005,1,50005,PROD,8002,805.00,90025,ADD,,53.00
RLT_14,2024,4,10005,1,50005,PROD,8002,805.00,90026,ADD,,20.00
RLT_14,2024,4,10005,2,80075,PROD,8007,848.00,80015,PROD,8001.0,"3,447.00"
RLT_14,2024,4,10005,2,80075,PROD,8007,848.00,90027,ADD,,30.00
RLT_14,2024,4,10005,2,80075,PROD,8007,848.00,90028,ADD,,10.00
RLT_14,2024,4,10005,3,80015,PROD,8001,"1,862.00",80005,PROD,8000.0,"2,031.00"
RLT_14,2024,4,10005,3,80015,PROD,8001,"1,862.00",90029,ADD,,110.00
RLT_14,2024,4,10005,4,80005,PROD,8000,"2,075.00",70005,RM,,"2,616.00"
RLT_14,2024,4,10005,4,80005,PROD,8000,"2,075.00",90030,ADD,,65.00
RLT_14,2024,4,10006,0,10006,FIN,8002,984.00,50006,PROD,8002.0,984.00
RLT_14,2024,4,10006,1,50006,PROD,8002,774.00,80076,PROD,8007.0,917.00
RLT_14,2024,4,10006,1,50006,PROD,8002,774.00,90030,ADD,,46.00
RLT_14,2024,4,10006,1,50006,PROD,8002,774.00,90031,ADD,,19.00
RLT_14,2024,4,10006,2,80076,PROD,8007,859.00,80016,PROD,8001.0,"3,313.00"
RLT_14,2024,4,10006,2,80076,PROD,8007,859.00,90032,ADD,,30.00
RLT_14,2024,4,10006,2,80076,PROD,8007,859.00,90033,ADD,,9.00
RLT_14,2024,4,10006,3,80016,PROD,8001,"1,755.00",80006,PROD,8000.0,"2,106.00"
RLT_14,2024,4,10006,3,80016,PROD,8001,"1,755.00",90034,ADD,,107.00
RLT_14,2024,4,10006,4,80006,PROD,8000,"2,023.00",70006,RM,,"2,525.00"
RLT_14,2024,4,10006,4,80006,PROD,8000,"2,023.00",90035,ADD,,76.00
RLT_14,2024,4,10009,0,10009,FIN,8002,"1,070.00",50009,PROD,8002.0,"1,070.00"
RLT_14,2024,4,10009,1,50009,PROD,8002,805.00,80079,PROD,8007.0,927.00
RLT_14,2024,4,10009,1,50009,PROD,8002,805.00,90045,ADD,,53.00
RLT_14,2024,4,10009,1,50009,PROD,8002,805.00,90046,ADD,,20.00
RLT_14,2024,4,10009,2,80079,PROD,8007,848.00,80019,PROD,8001.0,"3,447.00"
RLT_14,2024,4,10009,2,80079,PROD,8007,848.00,90047,ADD,,30.00
RLT_14,2024,4,10009,2,80079,PROD,8007,848.00,90048,ADD,,10.00
RLT_14,2024,4,10009,3,80019,PROD,8001,"1,862.00",80009,PROD,8000.0,"2,031.00"
RLT_14,2024,4,10009,3,80019,PROD,8001,"1,862.00",90049,ADD,,110.00
RLT_14,2024,4,10009,4,80009,PROD,8000,"2,075.00",70009,RM,,"2,616.00"
RLT_14,2024,4,10009,4,80009,PROD,8000,"2,075.00",90050,ADD,,65.00
RLT_14,2024,5,10002,0,10002,FIN,8002,"1,005.00",50002,PROD,8002.0,"1,005.00"
RLT_14,2024,5,10002,1,50002,PROD,8002,851.00,80072,PROD,8007.0,970.00
RLT_14,2024,5,10002,1,50002,PROD,8002,851.00,90010,ADD,,52.00
RLT_14,2024,5,10002,1,50002,PROD,8002,851.00,90011,ADD,,19.00
RLT_14,2024,5,10002,2,80072,PROD,8007,924.00,80012,PROD,8001.0,"3,064.00"
RLT_14,2024,5,10002,2,80072,PROD,8007,924.00,90012,ADD,,33.00
RLT_14,2024,5,10002,2,80072,PROD,8007,924.00,90013,ADD,,11.00
RLT_14,2024,5,10002,3,80012,PROD,8001,"1,665.00",80002,PROD,8000.0,"2,127.00"
RLT_14,2024,5,10002,3,80012,PROD,8001,"1,665.00",90014,ADD,,104.00
RLT_14,2024,5,10002,4,80002,PROD,8000,"2,063.00",70002,RM,,"2,372.00"
RLT_14,2024,5,10002,4,80002,PROD,8000,"2,063.00",90015,ADD,,73.00
RLT_14,2024,5,10003,0,10003,FIN,8002,"1,006.00",50003,PROD,8002.0,"1,006.00"
RLT_14,2024,5,10003,1,50003,PROD,8002,830.00,80073,PROD,8007.0,883.00
RLT_14,2024,5,10003,1,50003,PROD,8002,830.00,90015,ADD,,47.00
RLT_14,2024,5,10003,1,50003,PROD,8002,830.00,90016,ADD,,19.00
RLT_14,2024,5,10003,2,80073,PROD,8007,964.00,80013,PROD,8001.0,"3,545.00"
RLT_14,2024,5,10003,2,80073,PROD,8007,964.00,90017,ADD,,32.00
RLT_14,2024,5,10003,2,80073,PROD,8007,964.00,90018,ADD,,9.00
RLT_14,2024,5,10003,3,80013,PROD,8001,"1,667.00",80003,PROD,8000.0,"2,058.00"
RLT_14,2024,5,10003,3,80013,PROD,8001,"1,667.00",90019,ADD,,107.00
RLT_14,2024,5,10003,4,80003,PROD,8000,"2,142.00",70003,RM,,"2,926.00"
RLT_14,2024,5,10003,4,80003,PROD,8000,"2,142.00",90020,ADD,,64.00
RLT_14,2024,5,10004,0,10004,FIN,8002,"1,006.00",50004,PROD,8002.0,"1,006.00"
RLT_14,2024,5,10004,1,50004,PROD,8002,830.00,80074,PROD,8007.0,883.00
RLT_14,2024,5,10004,1,50004,PROD,8002,830.00,90020,ADD,,47.00
RLT_14,2024,5,10004,1,50004,PROD,8002,830.00,90021,ADD,,19.00
RLT_14,2024,5,10004,2,80074,PROD,8007,964.00,80014,PROD,8001.0,"3,545.00"
RLT_14,2024,5,10004,2,80074,PROD,8007,964.00,90022,ADD,,32.00
RLT_14,2024,5,10004,2,80074,PROD,8007,964.00,90023,ADD,,9.00
RLT_14,2024,5,10004,3,80014,PROD,8001,"1,667.00",80004,PROD,8000.0,"2,058.00"
RLT_14,2024,5,10004,3,80014,PROD,8001,"1,667.00",90024,ADD,,107.00
RLT_14,2024,5,10004,4,80004,PROD,8000,"2,142.00",70004,RM,,"2,926.00"
RLT_14,2024,5,10004,4,80004,PROD,8000,"2,142.00",90025,ADD,,64.00
RLT_14,2024,5,10005,0,10005,FIN,8002,954.00,50005,PROD,8002.0,954.00
RLT_14,2024,5,10005,1,50005,PROD,8002,757.00,80075,PROD,8007.0,881.00
RLT_14,2024,5,10005,1,50005,PROD,8002,757.00,90025,ADD,,50.00
RLT_14,2024,5,10005,1,50005,PROD,8002,757.00,90026,ADD,,19.00
RLT_14,2024,5,10005,2,80075,PROD,8007,857.00,80015,PROD,8001.0,"3,270.00"
RLT_14,2024,5,10005,2,80075,PROD,8007,857.00,90027,ADD,,32.00
RLT_14,2024,5,10005,2,80075,PROD,8007,857.00,90028,ADD,,11.00
RLT_14,2024,5,10005,3,80015,PROD,8001,"1,630.00",80005,PROD,8000.0,"2,105.00"
RLT_14,2024,5,10005,3,80015,PROD,8001,"1,630.00",90029,ADD,,109.00
RLT_14,2024,5,10005,4,80005,PROD,8000,"2,166.00",70005,RM,,"2,638.00"
RLT_14,2024,5,10005,4,80005,PROD,8000,"2,166.00",90030,ADD,,74.00
RLT_14,2024,5,10006,0,10006,FIN,8002,"1,005.00",50006,PROD,8002.0,"1,005.00"
RLT_14,2024,5,10006,1,50006,PROD,8002,851.00,80076,PROD,8007.0,970.00
RLT_14,2024,5,10006,1,50006,PROD,8002,851.00,90030,ADD,,52.00
RLT_14,2024,5,10006,1,50006,PROD,8002,851.00,90031,ADD,,19.00
RLT_14,2024,5,10006,2,80076,PROD,8007,924.00,80016,PROD,8001.0,"3,064.00"
RLT_14,2024,5,10006,2,80076,PROD,8007,924.00,90032,ADD,,33.00
RLT_14,2024,5,10006,2,80076,PROD,8007,924.00,90033,ADD,,11.00
RLT_14,2024,5,10006,3,80016,PROD,8001,"1,665.00",80006,PROD,8000.0,"2,127.00"
RLT_14,2024,5,10006,3,80016,PROD,8001,"1,665.00",90034,ADD,,104.00
RLT_14,2024,5,10006,4,80006,PROD,8000,"2,063.00",70006,RM,,"2,372.00"
RLT_14,2024,5,10006,4,80006,PROD,8000,"2,063.00",90035,ADD,,73.00
RLT_14,2024,5,10009,0,10009,FIN,8002,954.00,50009,PROD,8002.0,954.00
RLT_14,2024,5,10009,1,50009,PROD,8002,757.00,80079,PROD,8007.0,881.00
RLT_14,2024,5,10009,1,50009,PROD,8002,757.00,90045,ADD,,50.00
RLT_14,2024,5,10009,1,50009,PROD,8002,757.00,90046,ADD,,19.00
RLT_14,2024,5,10009,2,80079,PROD,8007,857.00,80019,PROD,8001.0,"3,270.00"
RLT_14,2024,5,10009,2,80079,PROD,8007,857.00,90047,ADD,,32.00
RLT_14,2024,5,10009,2,80079,PROD,8007,857.00,90048,ADD,,11.00
RLT_14,2024,5,10009,3,80019,PROD,8001,"1,630.00",80009,PROD,8000.0,"2,105.00"
RLT_14,2024,5,10009,3,80019,PROD,8001,"1,630.00",90049,ADD,,109.00
RLT_14,2024,5,10009,4,80009,PROD,8000,"2,166.00",70009,RM,,"2,638.00"
RLT_14,2024,5,10009,4,80009,PROD,8000,"2,166.00",90050,ADD,,74.00
RLT_14,2024,6,10002,0,10002,FIN,8002,935.00,50002,PROD,8002.0,935.00
RLT_14,2024,6,10002,1,50002,PROD,8002,758.00,80072,PROD,8007.0,"1,059.00"
RLT_14,2024,6,10002,1,50002,PROD,8002,758.00,90010,ADD,,54.00
RLT_14,2024,6,10002,1,50002,PROD,8002,758.00,90011,ADD,,20.00
RLT_14,2024,6,10002,2,80072,PROD,8007,969.00,80012,PROD,8001.0,"4,276.00"
RLT_14,2024,6,10002,2,80072,PROD,8007,969.00,90012,ADD,,28.00
RLT_14,2024,6,10002,2,80072,PROD,8007,969.00,90013,ADD,,10.00
RLT_14,2024,6,10002,3,80012,PROD,8001,"1,979.00",80002,PROD,8000.0,"1,944.00"
RLT_14,2024,6,10002,3,80012,PROD,8001,"1,979.00",90014,ADD,,109.00
RLT_14,2024,6,10002,4,80002,PROD,8000,"1,911.00",70002,RM,,"2,787.00"
RLT_14,2024,6,10002,4,80002,PROD,8000,"1,911.00",90015,ADD,,72.00
